CandidateName,AppliedRole,InterviewStage,Interviewer,InterviewDate,CommunicationScore,TechnicalScore,FeedbackText,Recommended,PanelistFatigueFlag
Candidate 405,Data Scientist,Managerial Interview,Panelist 25,2025-10-27,7.0,3.0,Struggled with edge cases in coding round.,Yes,Yes
Candidate 406,Data Scientist,Technical Interview,Panelist 22,2025-10-14,10.0,9.0,Struggled with edge cases in coding round.,No,Yes
Candidate 406,Data Scientist,Managerial Interview,Panelist 12,2025-10-16,10.0,9.0,Needs improvement in time complexity.,Maybe,Yes
Candidate 407,Data Scientist,Technical Interview,Panelist 1,2025-09-28,3.0,7.0,"Great cultural fit, asked thoughtful questions.",Yes,Yes
Candidate 407,Data Scientist,Managerial Interview,Panelist 17,2025-10-01,8.0,5.0,Struggled with edge cases in coding round.,Maybe,Yes
Candidate 408,Data Scientist,Technical Interview,Panelist 19,2025-11-17,3.0,3.0,"Great cultural fit, asked thoughtful questions.",No,Yes
Candidate 408,Data Scientist,Managerial Interview,Panelist 16,2025-11-23,3.0,3.0,"Great cultural fit, asked thoughtful questions.",Maybe,Yes
Candidate 411,Data Scientist,Technical Interview,Panelist 12,2025-10-03,3.0,9.0,Struggled with edge cases in coding round.,Yes,Yes
Candidate 411,Data Scientist,Managerial Interview,Panelist 10,2025-10-08,4.0,4.0,Needs improvement in code clarity.,Yes,Yes
Candidate 411,Data Scientist,Offer,HR Team,2025-10-16,,,Declined due to delays in process.,N/A,No
Candidate 412,Data Scientist,Technical Interview,Panelist 19,2025-10-29,5.0,10.0,Needs improvement in time complexity.,No,Yes
Candidate 412,Data Scientist,Managerial Interview,Panelist 8,2025-11-02,10.0,10.0,Excellent domain knowledge in ML pipelines.,No,No
Candidate 414,Data Scientist,Technical Interview,Panelist 24,2025-10-20,8.0,4.0,"Strong problem-solving, explained system design well.",No,Yes
Candidate 415,Data Scientist,Technical Interview,Panelist 7,2025-09-21,10.0,8.0,"Strong problem-solving, explained DP well.",No,Yes
Candidate 417,Data Scientist,Technical Interview,Panelist 4,2025-10-23,9.0,8.0,Excellent domain knowledge in ML pipelines.,Yes,Yes
Candidate 417,Data Scientist,Managerial Interview,Panelist 1,2025-10-25,8.0,7.0,Needs improvement in time complexity.,No,Yes
Candidate 418,Data Scientist,Technical Interview,Panelist 6,2025-11-07,10.0,10.0,Struggled with edge cases in coding round.,Yes,No
Candidate 418,Data Scientist,Managerial Interview,Panelist 6,2025-11-10,10.0,5.0,Struggled with edge cases in coding round.,No,Yes
Candidate 421,Data Scientist,Technical Interview,Panelist 23,2025-09-15,8.0,10.0,"Great cultural fit, asked thoughtful questions.",Yes,Yes
Candidate 421,Data Scientist,Managerial Interview,Panelist 7,2025-09-20,10.0,9.0,Excellent domain knowledge in ML pipelines.,Maybe,Yes
Candidate 422,Data Scientist,Technical Interview,Panelist 11,2025-11-12,5.0,6.0,"Strong problem-solving, explained DP well.",Maybe,Yes
Candidate 422,Data Scientist,Managerial Interview,Panelist 15,2025-11-13,6.0,10.0,Excellent domain knowledge in ML pipelines.,Maybe,Yes
Candidate 422,Data Scientist,Offer,HR Team,2025-11-18,,,Declined due to delays in process.,N/A,No
Candidate 425,Data Scientist,Technical Interview,Panelist 1,2025-11-06,9.0,10.0,"Strong problem-solving, explained system design well.",Yes,Yes
Candidate 427,Data Scientist,Technical Interview,Panelist 24,2025-11-19,3.0,4.0,"Strong problem-solving, explained system design well.",No,Yes
Candidate 427,Data Scientist,Managerial Interview,Panelist 21,2025-11-25,5.0,4.0,Struggled with edge cases in coding round.,Yes,Yes
Candidate 428,Data Scientist,Technical Interview,Panelist 17,2025-11-15,6.0,6.0,Struggled with edge cases in coding round.,Maybe,Yes
Candidate 428,Data Scientist,Managerial Interview,Panelist 3,2025-11-17,5.0,6.0,"Strong problem-solving, explained system design well.",Yes,Yes
Candidate 429,Data Scientist,Technical Interview,Panelist 12,2025-09-08,7.0,6.0,Excellent domain knowledge in ML pipelines.,No,Yes
Candidate 429,Data Scientist,Managerial Interview,Panelist 2,2025-09-09,8.0,6.0,"Great cultural fit, asked thoughtful questions.",Yes,No
Candidate 431,Data Scientist,Technical Interview,Panelist 7,2025-11-01,7.0,10.0,Excellent domain knowledge in ML pipelines.,No,Yes
Candidate 432,Data Scientist,Technical Interview,Panelist 1,2025-10-05,8.0,8.0,"Great cultural fit, asked thoughtful questions.",Yes,Yes
Candidate 432,Data Scientist,Managerial Interview,Panelist 20,2025-10-06,8.0,10.0,Needs improvement in code clarity.,No,Yes
Candidate 433,Data Scientist,Technical Interview,Panelist 15,2025-10-21,6.0,9.0,Excellent domain knowledge in ML pipelines.,Maybe,Yes
Candidate 433,Data Scientist,Managerial Interview,Panelist 16,2025-10-26,7.0,9.0,"Strong problem-solving, explained API design well.",Yes,Yes
Candidate 434,Data Scientist,Technical Interview,Panelist 22,2025-10-07,5.0,8.0,"Great cultural fit, asked thoughtful questions.",Maybe,Yes
Candidate 434,Data Scientist,Managerial Interview,Panelist 14,2025-10-12,10.0,9.0,Excellent domain knowledge in ML pipelines.,Maybe,Yes
Candidate 435,Data Scientist,Technical Interview,Panelist 16,2025-09-25,9.0,9.0,"Strong problem-solving, explained DP well.",Yes,Yes
Candidate 435,Data Scientist,Managerial Interview,Panelist 16,2025-09-26,10.0,9.0,"Strong problem-solving, explained API design well.",No,Yes
Candidate 436,Data Scientist,Technical Interview,Panelist 16,2025-09-25,10.0,8.0,Struggled with edge cases in coding round.,No,Yes
Candidate 436,Data Scientist,Managerial Interview,Panelist 10,2025-09-28,7.0,8.0,"Great cultural fit, asked thoughtful questions.",Maybe,Yes
Candidate 437,Data Scientist,Technical Interview,Panelist 12,2025-11-07,7.0,6.0,Struggled with edge cases in coding round.,Yes,Yes
Candidate 438,Data Scientist,Technical Interview,Panelist 10,2025-10-17,10.0,8.0,"Strong problem-solving, explained DP well.",No,Yes
Candidate 438,Data Scientist,Managerial Interview,Panelist 2,2025-10-21,8.0,8.0,"Great cultural fit, asked thoughtful questions.",Maybe,No
Candidate 438,Data Scientist,Offer,HR Team,2025-10-26,,,Declined due to compensation mismatch.,N/A,No
Candidate 439,Data Scientist,Technical Interview,Panelist 24,2025-11-12,10.0,9.0,Needs improvement in time complexity.,Yes,Yes
Candidate 440,Data Scientist,Technical Interview,Panelist 10,2025-10-10,3.0,10.0,"Great cultural fit, asked thoughtful questions.",Maybe,Yes
Candidate 440,Data Scientist,Managerial Interview,Panelist 4,2025-10-15,4.0,8.0,Needs improvement in communication.,Yes,Yes
Candidate 442,Data Scientist,Technical Interview,Panelist 21,2025-09-14,10.0,8.0,Needs improvement in code clarity.,No,Yes
Candidate 442,Data Scientist,Managerial Interview,Panelist 6,2025-09-15,7.0,10.0,"Great cultural fit, asked thoughtful questions.",Maybe,Yes
Candidate 443,Data Scientist,Technical Interview,Panelist 20,2025-10-20,10.0,7.0,Excellent domain knowledge in ML pipelines.,No,Yes
Candidate 443,Data Scientist,Managerial Interview,Panelist 12,2025-10-25,7.0,6.0,"Strong problem-solving, explained DP well.",Maybe,Yes
Candidate 444,Data Scientist,Technical Interview,Panelist 6,2025-10-20,7.0,6.0,"Strong problem-solving, explained system design well.",Maybe,Yes
Candidate 445,Data Scientist,Technical Interview,Panelist 19,2025-09-16,4.0,5.0,"Great cultural fit, asked thoughtful questions.",Yes,Yes
Candidate 446,Data Scientist,Technical Interview,Panelist 3,2025-09-19,4.0,9.0,Excellent domain knowledge in ML pipelines.,No,Yes
Candidate 446,Data Scientist,Managerial Interview,Panelist 16,2025-09-26,4.0,6.0,"Strong problem-solving, explained API design well.",No,Yes
Candidate 447,Data Scientist,Technical Interview,Panelist 12,2025-10-22,10.0,10.0,Excellent domain knowledge in ML pipelines.,Maybe,Yes
Candidate 447,Data Scientist,Managerial Interview,Panelist 17,2025-10-27,9.0,6.0,"Strong problem-solving, explained API design well.",Maybe,Yes
Candidate 450,Data Scientist,Technical Interview,Panelist 5,2025-09-19,5.0,6.0,Excellent domain knowledge in ML pipelines.,Yes,Yes
Candidate 450,Data Scientist,Managerial Interview,Panelist 8,2025-09-22,6.0,5.0,Excellent domain knowledge in ML pipelines.,No,Yes
Candidate 451,Data Scientist,Technical Interview,Panelist 8,2025-09-20,8.0,9.0,Excellent domain knowledge in ML pipelines.,Maybe,Yes
Candidate 451,Data Scientist,Managerial Interview,Panelist 24,2025-09-27,10.0,9.0,Struggled with edge cases in coding round.,Yes,Yes
Candidate 452,Data Scientist,Technical Interview,Panelist 12,2025-09-28,10.0,7.0,"Great cultural fit, asked thoughtful questions.",No,Yes
Candidate 452,Data Scientist,Managerial Interview,Panelist 8,2025-10-04,8.0,9.0,Excellent domain knowledge in ML pipelines.,Yes,Yes
Candidate 453,Data Scientist,Technical Interview,Panelist 15,2025-10-10,10.0,6.0,Struggled with edge cases in coding round.,Yes,Yes
Candidate 453,Data Scientist,Managerial Interview,Panelist 3,2025-10-13,5.0,10.0,"Strong problem-solving, explained system design well.",No,Yes
Candidate 454,Data Scientist,Technical Interview,Panelist 20,2025-10-28,10.0,8.0,Needs improvement in time complexity.,Yes,Yes
Candidate 454,Data Scientist,Managerial Interview,Panelist 14,2025-11-01,10.0,5.0,Excellent domain knowledge in ML pipelines.,No,Yes
Candidate 455,Data Scientist,Technical Interview,Panelist 9,2025-11-07,10.0,7.0,"Great cultural fit, asked thoughtful questions.",Maybe,Yes
Candidate 455,Data Scientist,Managerial Interview,Panelist 9,2025-11-10,7.0,4.0,"Strong problem-solving, explained API design well.",No,Yes
Candidate 456,Data Scientist,Technical Interview,Panelist 9,2025-10-19,9.0,5.0,Needs improvement in code clarity.,No,Yes
Candidate 456,Data Scientist,Managerial Interview,Panelist 16,2025-10-26,9.0,9.0,"Strong problem-solving, explained DP well.",Yes,Yes
Candidate 459,Data Scientist,Technical Interview,Panelist 1,2025-10-21,8.0,6.0,"Great cultural fit, asked thoughtful questions.",No,Yes
Candidate 459,Data Scientist,Managerial Interview,Panelist 6,2025-10-22,10.0,7.0,"Strong problem-solving, explained DP well.",Yes,Yes
Candidate 461,Data Scientist,Technical Interview,Panelist 24,2025-09-20,4.0,4.0,Excellent domain knowledge in ML pipelines.,No,Yes
Candidate 461,Data Scientist,Managerial Interview,Panelist 9,2025-09-23,8.0,8.0,Needs improvement in code clarity.,No,Yes
Candidate 462,Data Scientist,Technical Interview,Panelist 19,2025-09-17,10.0,4.0,Struggled with edge cases in coding round.,Maybe,Yes
Candidate 463,Data Scientist,Technical Interview,Panelist 15,2025-10-30,10.0,10.0,Struggled with edge cases in coding round.,Maybe,Yes
Candidate 463,Data Scientist,Managerial Interview,Panelist 14,2025-11-06,9.0,10.0,Excellent domain knowledge in ML pipelines.,Maybe,Yes
Candidate 464,Data Scientist,Technical Interview,Panelist 15,2025-10-23,9.0,5.0,"Great cultural fit, asked thoughtful questions.",No,Yes
Candidate 464,Data Scientist,Managerial Interview,Panelist 25,2025-10-29,4.0,5.0,Needs improvement in communication.,Yes,Yes
Candidate 467,Data Scientist,Technical Interview,Panelist 6,2025-10-14,4.0,3.0,Needs improvement in communication.,Maybe,Yes
Candidate 468,Data Scientist,Technical Interview,Panelist 1,2025-09-20,8.0,10.0,Struggled with edge cases in coding round.,Maybe,Yes
Candidate 468,Data Scientist,Managerial Interview,Panelist 23,2025-09-21,8.0,6.0,Struggled with edge cases in coding round.,No,Yes
Candidate 469,Data Scientist,Technical Interview,Panelist 17,2025-10-10,4.0,7.0,"Strong problem-solving, explained API design well.",No,Yes
Candidate 469,Data Scientist,Managerial Interview,Panelist 11,2025-10-15,7.0,9.0,"Strong problem-solving, explained API design well.",Yes,Yes
Candidate 470,Data Scientist,Technical Interview,Panelist 7,2025-10-14,10.0,9.0,Needs improvement in time complexity.,Maybe,Yes
Candidate 470,Data Scientist,Managerial Interview,Panelist 20,2025-10-17,7.0,10.0,Struggled with edge cases in coding round.,Maybe,Yes
Candidate 471,Data Scientist,Technical Interview,Panelist 25,2025-10-31,3.0,4.0,Struggled with edge cases in coding round.,Yes,Yes
Candidate 471,Data Scientist,Managerial Interview,Panelist 4,2025-11-06,10.0,4.0,Struggled with edge cases in coding round.,Maybe,Yes
Candidate 471,Data Scientist,Offer,HR Team,2025-11-16,,,Declined due to compensation mismatch.,N/A,No
Candidate 472,Data Scientist,Technical Interview,Panelist 9,2025-10-12,7.0,8.0,"Great cultural fit, asked thoughtful questions.",No,Yes
Candidate 472,Data Scientist,Managerial Interview,Panelist 18,2025-10-14,9.0,10.0,"Great cultural fit, asked thoughtful questions.",Yes,Yes
Candidate 473,Data Scientist,Technical Interview,Panelist 7,2025-10-27,10.0,10.0,Needs improvement in time complexity.,No,Yes
Candidate 473,Data Scientist,Managerial Interview,Panelist 14,2025-10-30,9.0,10.0,"Strong problem-solving, explained DP well.",Maybe,Yes
Candidate 474,Data Scientist,Technical Interview,Panelist 9,2025-10-15,10.0,9.0,Struggled with edge cases in coding round.,Yes,Yes
Candidate 474,Data Scientist,Managerial Interview,Panelist 5,2025-10-20,10.0,10.0,Excellent domain knowledge in ML pipelines.,No,Yes
Candidate 475,Data Scientist,Technical Interview,Panelist 8,2025-10-08,6.0,3.0,"Great cultural fit, asked thoughtful questions.",Maybe,Yes
Candidate 475,Data Scientist,Managerial Interview,Panelist 1,2025-10-13,9.0,4.0,Excellent domain knowledge in ML pipelines.,Yes,Yes
Candidate 476,Data Scientist,Technical Interview,Panelist 19,2025-11-12,7.0,7.0,Struggled with edge cases in coding round.,No,Yes
Candidate 476,Data Scientist,Managerial Interview,Panelist 11,2025-11-13,6.0,5.0,Needs improvement in code clarity.,Maybe,Yes
Candidate 476,Data Scientist,Offer,HR Team,2025-11-20,,,Declined due to compensation mismatch.,N/A,No
Candidate 477,Data Scientist,Technical Interview,Panelist 2,2025-09-05,4.0,8.0,Struggled with edge cases in coding round.,Yes,No
Candidate 477,Data Scientist,Managerial Interview,Panelist 1,2025-09-09,4.0,5.0,"Great cultural fit, asked thoughtful questions.",Maybe,Yes
Candidate 478,Data Scientist,Technical Interview,Panelist 5,2025-11-14,10.0,10.0,"Great cultural fit, asked thoughtful questions.",No,Yes
Candidate 478,Data Scientist,Managerial Interview,Panelist 10,2025-11-15,8.0,7.0,Struggled with edge cases in coding round.,No,Yes
Candidate 478,Data Scientist,Offer,HR Team,2025-11-25,,,Declined due to delays in process.,N/A,No
Candidate 479,Data Scientist,Technical Interview,Panelist 18,2025-11-04,10.0,5.0,"Strong problem-solving, explained API design well.",Maybe,Yes
Candidate 480,Data Scientist,Technical Interview,Panelist 20,2025-10-31,4.0,3.0,Needs improvement in communication.,Yes,Yes
Candidate 480,Data Scientist,Managerial Interview,Panelist 5,2025-11-02,8.0,9.0,"Strong problem-solving, explained system design well.",Yes,Yes
Candidate 481,Data Scientist,Technical Interview,Panelist 7,2025-11-10,6.0,10.0,Needs improvement in time complexity.,No,Yes
Candidate 481,Data Scientist,Managerial Interview,Panelist 9,2025-11-17,4.0,4.0,"Great cultural fit, asked thoughtful questions.",Yes,Yes
Candidate 482,Data Scientist,Technical Interview,Panelist 1,2025-10-22,3.0,3.0,Excellent domain knowledge in ML pipelines.,Yes,Yes
Candidate 483,Data Scientist,Technical Interview,Panelist 20,2025-10-12,10.0,8.0,Excellent domain knowledge in ML pipelines.,Yes,Yes
Candidate 484,Data Scientist,Technical Interview,Panelist 11,2025-09-19,7.0,6.0,Excellent domain knowledge in ML pipelines.,Maybe,Yes
Candidate 484,Data Scientist,Managerial Interview,Panelist 11,2025-09-26,6.0,4.0,"Great cultural fit, asked thoughtful questions.",Maybe,Yes
Candidate 485,Data Scientist,Technical Interview,Panelist 1,2025-11-08,6.0,5.0,Struggled with edge cases in coding round.,Maybe,Yes
Candidate 486,Data Scientist,Technical Interview,Panelist 6,2025-09-22,9.0,8.0,"Strong problem-solving, explained system design well.",Maybe,Yes
Candidate 486,Data Scientist,Managerial Interview,Panelist 21,2025-09-28,10.0,7.0,Needs improvement in time complexity.,No,Yes
Candidate 487,Data Scientist,Technical Interview,Panelist 25,2025-10-12,7.0,6.0,Needs improvement in time complexity.,Yes,Yes
Candidate 487,Data Scientist,Managerial Interview,Panelist 18,2025-10-14,6.0,3.0,"Great cultural fit, asked thoughtful questions.",Yes,Yes
Candidate 489,Data Scientist,Technical Interview,Panelist 21,2025-10-18,5.0,3.0,Struggled with edge cases in coding round.,No,Yes
Candidate 489,Data Scientist,Managerial Interview,Panelist 12,2025-10-20,8.0,4.0,Struggled with edge cases in coding round.,Maybe,Yes
Candidate 490,Data Scientist,Technical Interview,Panelist 4,2025-11-08,6.0,10.0,Excellent domain knowledge in ML pipelines.,Yes,Yes
Candidate 490,Data Scientist,Managerial Interview,Panelist 20,2025-11-11,10.0,8.0,Needs improvement in time complexity.,Yes,Yes
Candidate 491,Data Scientist,Technical Interview,Panelist 14,2025-09-24,9.0,9.0,"Great cultural fit, asked thoughtful questions.",Yes,Yes
Candidate 491,Data Scientist,Managerial Interview,Panelist 18,2025-09-28,9.0,7.0,Struggled with edge cases in coding round.,No,Yes
Candidate 492,Data Scientist,Technical Interview,Panelist 1,2025-11-02,7.0,9.0,"Great cultural fit, asked thoughtful questions.",No,Yes
Candidate 493,Data Scientist,Technical Interview,Panelist 10,2025-10-05,8.0,5.0,Struggled with edge cases in coding round.,Yes,Yes
Candidate 493,Data Scientist,Managerial Interview,Panelist 4,2025-10-12,10.0,7.0,"Strong problem-solving, explained API design well.",Maybe,Yes
Candidate 494,Data Scientist,Technical Interview,Panelist 24,2025-11-09,8.0,7.0,"Great cultural fit, asked thoughtful questions.",No,Yes
Candidate 494,Data Scientist,Managerial Interview,Panelist 4,2025-11-12,10.0,4.0,"Strong problem-solving, explained API design well.",Yes,Yes
Candidate 495,Data Scientist,Technical Interview,Panelist 14,2025-09-20,10.0,9.0,"Great cultural fit, asked thoughtful questions.",Yes,Yes
Candidate 495,Data Scientist,Managerial Interview,Panelist 11,2025-09-24,10.0,9.0,"Strong problem-solving, explained DP well.",Maybe,Yes
Candidate 496,Data Scientist,Technical Interview,Panelist 17,2025-10-23,9.0,9.0,"Strong problem-solving, explained system design well.",Yes,Yes
Candidate 496,Data Scientist,Managerial Interview,Panelist 4,2025-10-30,5.0,10.0,"Great cultural fit, asked thoughtful questions.",No,Yes
Candidate 496,Data Scientist,Offer,HR Team,2025-11-06,,,Declined due to cultural misfit.,N/A,No
Candidate 497,Data Scientist,Technical Interview,Panelist 7,2025-11-15,3.0,3.0,Needs improvement in time complexity.,No,Yes
Candidate 498,Data Scientist,Technical Interview,Panelist 15,2025-10-15,3.0,3.0,Needs improvement in communication.,Yes,Yes
Candidate 498,Data Scientist,Managerial Interview,Panelist 20,2025-10-16,4.0,7.0,Struggled with edge cases in coding round.,Maybe,Yes
Candidate 499,Data Scientist,Technical Interview,Panelist 19,2025-11-15,8.0,10.0,"Strong problem-solving, explained API design well.",Yes,Yes
Candidate 499,Data Scientist,Managerial Interview,Panelist 10,2025-11-18,9.0,10.0,Needs improvement in communication.,Maybe,Yes
Candidate 500,Data Scientist,Technical Interview,Panelist 13,2025-10-06,9.0,10.0,Needs improvement in code clarity.,Yes,Yes
Candidate 500,Data Scientist,Managerial Interview,Panelist 18,2025-10-10,5.0,9.0,"Great cultural fit, asked thoughtful questions.",No,Yes
