CandidateName,AppliedRole,FunnelStage,StageOrder,Status,InterviewDate,Panelist,PanelistFatigueFlag,FeedbackText,RejectionReason,ResumeScore
Candidate 384,Data Scientist,Managerial Interview,4,Passed,2025-11-13,Panelist 17,Yes,Excellent domain knowledge in ML pipelines.,,4
Candidate 384,Data Scientist,Offer,5,Passed,2025-11-18,,No,,,4
Candidate 384,Data Scientist,Offer,6,Accepted,2025-11-18,HR Team,No,Offer accepted.,,4
Candidate 385,Data Scientist,Screening,1,Passed,2025-10-10,,No,,,3
Candidate 385,Data Scientist,Online Assessment,2,Rejected,2025-10-10,,No,,Insufficient experience,3
Candidate 386,Data Scientist,Screening,1,Passed,2025-10-04,,No,,,6
Candidate 386,Data Scientist,Online Assessment,2,Passed,2025-10-11,,No,,,6
Candidate 386,Data Scientist,Technical Interview,3,Passed,2025-10-14,Panelist 2,No,"Strong problem-solving, explained DP well.",,6
Candidate 386,Data Scientist,Managerial Interview,4,Passed,2025-10-15,Panelist 11,Yes,Needs improvement in code clarity.,,6
Candidate 386,Data Scientist,Offer,5,Rejected,2025-10-15,,No,,Code test failed,6
Candidate 387,Data Scientist,Screening,1,Passed,2025-11-15,,No,,,9
Candidate 387,Data Scientist,Online Assessment,2,Passed,2025-11-21,,No,,,9
Candidate 387,Data Scientist,Technical Interview,3,Passed,2025-11-24,Panelist 13,Yes,Excellent domain knowledge in ML pipelines.,,9
Candidate 387,Data Scientist,Managerial Interview,4,Passed,2025-11-26,Panelist 9,Yes,Struggled with edge cases in coding round.,,9
Candidate 387,Data Scientist,Offer,5,Rejected,2025-11-26,,No,,Insufficient experience,9
Candidate 388,Data Scientist,Screening,1,Passed,2025-09-29,,No,,,10
Candidate 388,Data Scientist,Online Assessment,2,Passed,2025-10-02,,No,,,10
Candidate 388,Data Scientist,Technical Interview,3,Passed,2025-10-06,Panelist 6,No,Needs improvement in time complexity.,,10
Candidate 388,Data Scientist,Managerial Interview,4,Passed,2025-10-07,Panelist 21,Yes,"Strong problem-solving, explained API design well.",,10
Candidate 388,Data Scientist,Offer,5,Passed,2025-10-13,,No,,,10
Candidate 388,Data Scientist,Offer,6,Rejected,2025-10-13,HR Team,No,Declined due to offer declined - better opportunity.,Offer declined - better opportunity,10
Candidate 389,Data Scientist,Screening,1,Rejected,2025-09-02,,No,,Poor skill match,6
Candidate 390,Data Scientist,Screening,1,Passed,2025-09-16,,No,,,10
Candidate 390,Data Scientist,Online Assessment,2,Passed,2025-09-19,,No,,,10
Candidate 390,Data Scientist,Technical Interview,3,Rejected,2025-09-19,Panelist 11,Yes,"Great cultural fit, asked thoughtful questions.",Poor skill match,10
Candidate 391,Data Scientist,Screening,1,Passed,2025-10-25,,No,,,6
Candidate 391,Data Scientist,Online Assessment,2,Passed,2025-10-28,,No,,,6
Candidate 391,Data Scientist,Technical Interview,3,Rejected,2025-10-28,Panelist 21,Yes,"Strong problem-solving, explained API design well.",Poor skill match,6
Candidate 392,Data Scientist,Screening,1,Passed,2025-09-11,,No,,,10
Candidate 392,Data Scientist,Online Assessment,2,Passed,2025-09-13,,No,,,10
Candidate 392,Data Scientist,Technical Interview,3,Passed,2025-09-16,Panelist 14,Yes,Needs improvement in code clarity.,,10
Candidate 392,Data Scientist,Managerial Interview,4,Passed,2025-09-17,Panelist 12,Yes,"Great cultural fit, asked thoughtful questions.",,10
Candidate 392,Data Scientist,Offer,5,Passed,2025-09-19,,No,,,10
Candidate 392,Data Scientist,Offer,6,Accepted,2025-09-19,HR Team,No,Offer accepted.,,10
Candidate 393,Data Scientist,Screening,1,Passed,2025-11-05,,No,,,8
Candidate 393,Data Scientist,Online Assessment,2,Passed,2025-11-06,,No,,,8
Candidate 393,Data Scientist,Technical Interview,3,Passed,2025-11-10,Panelist 11,Yes,"Great cultural fit, asked thoughtful questions.",,8
Candidate 393,Data Scientist,Managerial Interview,4,Passed,2025-11-14,Panelist 20,Yes,Struggled with edge cases in coding round.,,8
Candidate 393,Data Scientist,Offer,5,Passed,2025-11-18,,No,,,8
Candidate 393,Data Scientist,Offer,6,Accepted,2025-11-18,HR Team,No,Offer accepted.,,8
Candidate 394,Data Scientist,Screening,1,Passed,2025-09-30,,No,,,8
Candidate 394,Data Scientist,Online Assessment,2,Passed,2025-10-03,,No,,,8
Candidate 394,Data Scientist,Technical Interview,3,Passed,2025-10-10,Panelist 18,Yes,"Great cultural fit, asked thoughtful questions.",,8
Candidate 394,Data Scientist,Managerial Interview,4,Rejected,2025-10-10,Panelist 5,Yes,Needs improvement in code clarity.,Insufficient experience,8
Candidate 395,Data Scientist,Screening,1,Passed,2025-10-31,,No,,,6
Candidate 395,Data Scientist,Online Assessment,2,Passed,2025-11-05,,No,,,6
Candidate 395,Data Scientist,Technical Interview,3,Passed,2025-11-07,Panelist 6,No,"Strong problem-solving, explained DP well.",,6
Candidate 395,Data Scientist,Managerial Interview,4,Passed,2025-11-14,Panelist 25,Yes,"Great cultural fit, asked thoughtful questions.",,6
Candidate 395,Data Scientist,Offer,5,Rejected,2025-11-14,,No,,Poor skill match,6
Candidate 396,Data Scientist,Screening,1,Passed,2025-09-07,,No,,,10
Candidate 396,Data Scientist,Online Assessment,2,Passed,2025-09-13,,No,,,10
Candidate 396,Data Scientist,Technical Interview,3,Passed,2025-09-16,Panelist 15,Yes,"Great cultural fit, asked thoughtful questions.",,10
Candidate 396,Data Scientist,Managerial Interview,4,Passed,2025-09-18,Panelist 3,Yes,Needs improvement in time complexity.,,10
Candidate 396,Data Scientist,Offer,5,Passed,2025-09-23,,No,,,10
Candidate 396,Data Scientist,Offer,6,Rejected,2025-09-23,HR Team,No,Declined due to cultural misfit.,Cultural misfit,10
Candidate 397,Data Scientist,Screening,1,Passed,2025-10-25,,No,,,8
Candidate 397,Data Scientist,Online Assessment,2,Passed,2025-10-26,,No,,,8
Candidate 397,Data Scientist,Technical Interview,3,Rejected,2025-10-26,Panelist 3,Yes,Needs improvement in communication.,Insufficient experience,8
Candidate 398,Data Scientist,Screening,1,Passed,2025-10-11,,No,,,9
Candidate 398,Data Scientist,Online Assessment,2,Rejected,2025-10-11,,No,,No show/interview abandoned,9
Candidate 399,Data Scientist,Screening,1,Passed,2025-10-13,,No,,,8
Candidate 399,Data Scientist,Online Assessment,2,Passed,2025-10-16,,No,,,8
Candidate 399,Data Scientist,Technical Interview,3,Passed,2025-10-17,Panelist 25,Yes,"Strong problem-solving, explained DP well.",,8
Candidate 399,Data Scientist,Managerial Interview,4,Rejected,2025-10-17,Panelist 17,Yes,Struggled with edge cases in coding round.,Insufficient experience,8
Candidate 400,Data Scientist,Screening,1,Rejected,2025-09-11,,No,,Role withdrawn,5
Candidate 401,Data Scientist,Screening,1,Passed,2025-09-27,,No,,,8
Candidate 401,Data Scientist,Online Assessment,2,Passed,2025-10-04,,No,,,8
Candidate 401,Data Scientist,Technical Interview,3,Passed,2025-10-10,Panelist 11,Yes,Excellent domain knowledge in ML pipelines.,,8
Candidate 401,Data Scientist,Managerial Interview,4,Passed,2025-10-17,Panelist 13,Yes,Needs improvement in communication.,,8
Candidate 401,Data Scientist,Offer,5,Passed,2025-10-20,,No,,,8
Candidate 401,Data Scientist,Offer,6,Accepted,2025-10-20,HR Team,No,Offer accepted.,,8
Candidate 402,Data Scientist,Screening,1,Passed,2025-09-16,,No,,,10
Candidate 402,Data Scientist,Online Assessment,2,Passed,2025-09-19,,No,,,10
Candidate 402,Data Scientist,Technical Interview,3,Passed,2025-09-21,Panelist 12,Yes,Struggled with edge cases in coding round.,,10
Candidate 402,Data Scientist,Managerial Interview,4,Passed,2025-09-23,Panelist 4,Yes,Struggled with edge cases in coding round.,,10
Candidate 402,Data Scientist,Offer,5,Passed,2025-09-28,,No,,,10
Candidate 402,Data Scientist,Offer,6,Rejected,2025-09-28,HR Team,No,Declined due to delays in process.,Delays in process,10
Candidate 403,Data Scientist,Screening,1,Passed,2025-09-12,,No,,,5
Candidate 403,Data Scientist,Online Assessment,2,Passed,2025-09-17,,No,,,5
Candidate 403,Data Scientist,Technical Interview,3,Rejected,2025-09-17,Panelist 1,No,Excellent domain knowledge in ML pipelines.,Cultural misfit,5
Candidate 404,Data Scientist,Screening,1,Passed,2025-11-06,,No,,,7
Candidate 404,Data Scientist,Online Assessment,2,Rejected,2025-11-06,,No,,Role withdrawn,7
Candidate 405,Data Scientist,Screening,1,Passed,2025-10-18,,No,,,7
Candidate 405,Data Scientist,Online Assessment,2,Passed,2025-10-22,,No,,,7
Candidate 405,Data Scientist,Technical Interview,3,Passed,2025-10-27,Panelist 4,Yes,Needs improvement in code clarity.,,7
Candidate 405,Data Scientist,Managerial Interview,4,Passed,2025-11-03,Panelist 25,Yes,Struggled with edge cases in coding round.,,7
Candidate 405,Data Scientist,Offer,5,Passed,2025-11-09,,No,,,7
Candidate 405,Data Scientist,Offer,6,Accepted,2025-11-09,HR Team,No,Offer accepted.,,7
Candidate 406,Data Scientist,Screening,1,Passed,2025-10-12,,No,,,10
Candidate 406,Data Scientist,Online Assessment,2,Passed,2025-10-14,,No,,,10
Candidate 406,Data Scientist,Technical Interview,3,Passed,2025-10-16,Panelist 22,Yes,Struggled with edge cases in coding round.,,10
Candidate 406,Data Scientist,Managerial Interview,4,Passed,2025-10-21,Panelist 12,Yes,Needs improvement in time complexity.,,10
Candidate 406,Data Scientist,Offer,5,Rejected,2025-10-21,,No,,No show/interview abandoned,10
Candidate 407,Data Scientist,Screening,1,Passed,2025-09-25,,No,,,6
Candidate 407,Data Scientist,Online Assessment,2,Passed,2025-09-28,,No,,,6
Candidate 407,Data Scientist,Technical Interview,3,Passed,2025-10-01,Panelist 1,Yes,"Great cultural fit, asked thoughtful questions.",,6
Candidate 407,Data Scientist,Managerial Interview,4,Rejected,2025-10-01,Panelist 17,Yes,Struggled with edge cases in coding round.,Insufficient experience,6
Candidate 408,Data Scientist,Screening,1,Passed,2025-11-11,,No,,,2
Candidate 408,Data Scientist,Online Assessment,2,Passed,2025-11-17,,No,,,2
Candidate 408,Data Scientist,Technical Interview,3,Passed,2025-11-23,Panelist 19,Yes,"Great cultural fit, asked thoughtful questions.",,2
Candidate 408,Data Scientist,Managerial Interview,4,Passed,2025-11-26,Panelist 16,Yes,"Great cultural fit, asked thoughtful questions.",,2
Candidate 408,Data Scientist,Offer,5,Passed,2025-11-30,,No,,,2
Candidate 408,Data Scientist,Offer,6,Accepted,2025-11-30,HR Team,No,Offer accepted.,,2
Candidate 409,Data Scientist,Screening,1,Passed,2025-11-02,,No,,,5
Candidate 409,Data Scientist,Online Assessment,2,Rejected,2025-11-02,,No,,Poor skill match,5
Candidate 410,Data Scientist,Screening,1,Passed,2025-10-28,,No,,,6
Candidate 410,Data Scientist,Online Assessment,2,Rejected,2025-10-28,,No,,Cultural misfit,6
Candidate 411,Data Scientist,Screening,1,Passed,2025-10-02,,No,,,5
Candidate 411,Data Scientist,Online Assessment,2,Passed,2025-10-03,,No,,,5
Candidate 411,Data Scientist,Technical Interview,3,Passed,2025-10-08,Panelist 12,Yes,Struggled with edge cases in coding round.,,5
Candidate 411,Data Scientist,Managerial Interview,4,Passed,2025-10-09,Panelist 10,Yes,Needs improvement in code clarity.,,5
Candidate 411,Data Scientist,Offer,5,Passed,2025-10-16,,No,,,5
Candidate 411,Data Scientist,Offer,6,Rejected,2025-10-16,HR Team,No,Declined due to delays in process.,Delays in process,5
Candidate 412,Data Scientist,Screening,1,Passed,2025-10-28,,No,,,10
Candidate 412,Data Scientist,Online Assessment,2,Passed,2025-10-29,,No,,,10
Candidate 412,Data Scientist,Technical Interview,3,Passed,2025-11-02,Panelist 19,Yes,Needs improvement in time complexity.,,10
Candidate 412,Data Scientist,Managerial Interview,4,Passed,2025-11-05,Panelist 8,No,Excellent domain knowledge in ML pipelines.,,10
Candidate 412,Data Scientist,Offer,5,Passed,2025-11-08,,No,,,10
Candidate 412,Data Scientist,Offer,6,Accepted,2025-11-08,HR Team,No,Offer accepted.,,10
Candidate 413,Data Scientist,Screening,1,Passed,2025-09-21,,No,,,4
Candidate 413,Data Scientist,Online Assessment,2,Rejected,2025-09-21,,No,,Role withdrawn,4
Candidate 414,Data Scientist,Screening,1,Passed,2025-10-18,,No,,,8
Candidate 414,Data Scientist,Online Assessment,2,Passed,2025-10-20,,No,,,8
Candidate 414,Data Scientist,Technical Interview,3,Rejected,2025-10-20,Panelist 24,Yes,"Strong problem-solving, explained system design well.",Poor skill match,8
Candidate 415,Data Scientist,Screening,1,Passed,2025-09-18,,No,,,10
Candidate 415,Data Scientist,Online Assessment,2,Passed,2025-09-21,,No,,,10
Candidate 415,Data Scientist,Technical Interview,3,Rejected,2025-09-21,Panelist 7,Yes,"Strong problem-solving, explained DP well.",Role withdrawn,10
Candidate 416,Data Scientist,Screening,1,Passed,2025-10-13,,No,,,10
Candidate 416,Data Scientist,Online Assessment,2,Rejected,2025-10-13,,No,,Insufficient experience,10
Candidate 417,Data Scientist,Screening,1,Passed,2025-10-20,,No,,,8
Candidate 417,Data Scientist,Online Assessment,2,Passed,2025-10-23,,No,,,8
Candidate 417,Data Scientist,Technical Interview,3,Passed,2025-10-25,Panelist 4,Yes,Excellent domain knowledge in ML pipelines.,,8
Candidate 417,Data Scientist,Managerial Interview,4,Rejected,2025-10-25,Panelist 1,Yes,Needs improvement in time complexity.,Poor skill match,8
Candidate 418,Data Scientist,Screening,1,Passed,2025-11-04,,No,,,10
Candidate 418,Data Scientist,Online Assessment,2,Passed,2025-11-07,,No,,,10
Candidate 418,Data Scientist,Technical Interview,3,Passed,2025-11-10,Panelist 6,No,Struggled with edge cases in coding round.,,10
Candidate 418,Data Scientist,Managerial Interview,4,Passed,2025-11-13,Panelist 6,Yes,Struggled with edge cases in coding round.,,10
Candidate 418,Data Scientist,Offer,5,Passed,2025-11-17,,No,,,10
Candidate 418,Data Scientist,Offer,6,Accepted,2025-11-17,HR Team,No,Offer accepted.,,10
Candidate 419,Data Scientist,Screening,1,Rejected,2025-10-28,,No,,No show/interview abandoned,10
Candidate 420,Data Scientist,Screening,1,Passed,2025-10-13,,No,,,4
Candidate 420,Data Scientist,Online Assessment,2,Rejected,2025-10-13,,No,,Insufficient experience,4
Candidate 421,Data Scientist,Screening,1,Passed,2025-09-12,,No,,,10
Candidate 421,Data Scientist,Online Assessment,2,Passed,2025-09-15,,No,,,10
Candidate 421,Data Scientist,Technical Interview,3,Passed,2025-09-20,Panelist 23,Yes,"Great cultural fit, asked thoughtful questions.",,10
Candidate 421,Data Scientist,Managerial Interview,4,Passed,2025-09-24,Panelist 7,Yes,Excellent domain knowledge in ML pipelines.,,10
Candidate 421,Data Scientist,Offer,5,Passed,2025-10-01,,No,,,10
Candidate 421,Data Scientist,Offer,6,Accepted,2025-10-01,HR Team,No,Offer accepted.,,10
Candidate 422,Data Scientist,Screening,1,Passed,2025-11-07,,No,,,6
Candidate 422,Data Scientist,Online Assessment,2,Passed,2025-11-12,,No,,,6
Candidate 422,Data Scientist,Technical Interview,3,Passed,2025-11-13,Panelist 11,Yes,"Strong problem-solving, explained DP well.",,6
Candidate 422,Data Scientist,Managerial Interview,4,Passed,2025-11-14,Panelist 15,Yes,Excellent domain knowledge in ML pipelines.,,6
Candidate 422,Data Scientist,Offer,5,Passed,2025-11-18,,No,,,6
Candidate 422,Data Scientist,Offer,6,Rejected,2025-11-18,HR Team,No,Declined due to delays in process.,Delays in process,6
Candidate 423,Data Scientist,Screening,1,Rejected,2025-10-11,,No,,Code test failed,7
Candidate 424,Data Scientist,Screening,1,Passed,2025-09-17,,No,,,10
Candidate 424,Data Scientist,Online Assessment,2,Rejected,2025-09-17,,No,,Poor skill match,10
Candidate 425,Data Scientist,Screening,1,Passed,2025-11-01,,No,,,10
Candidate 425,Data Scientist,Online Assessment,2,Passed,2025-11-06,,No,,,10
Candidate 425,Data Scientist,Technical Interview,3,Rejected,2025-11-06,Panelist 1,Yes,"Strong problem-solving, explained system design well.",Code test failed,10
Candidate 426,Data Scientist,Screening,1,Passed,2025-10-10,,No,,,5
Candidate 426,Data Scientist,Online Assessment,2,Rejected,2025-10-10,,No,,Insufficient experience,5
Candidate 427,Data Scientist,Screening,1,Passed,2025-11-12,,No,,,5
Candidate 427,Data Scientist,Online Assessment,2,Passed,2025-11-19,,No,,,5
Candidate 427,Data Scientist,Technical Interview,3,Passed,2025-11-25,Panelist 24,Yes,"Strong problem-solving, explained system design well.",,5
Candidate 427,Data Scientist,Managerial Interview,4,Passed,2025-11-29,Panelist 21,Yes,Struggled with edge cases in coding round.,,5
Candidate 427,Data Scientist,Offer,5,Passed,2025-11-30,,No,,,5
Candidate 427,Data Scientist,Offer,6,Accepted,2025-11-30,HR Team,No,Offer accepted.,,5
Candidate 428,Data Scientist,Screening,1,Passed,2025-11-08,,No,,,5
Candidate 428,Data Scientist,Online Assessment,2,Passed,2025-11-15,,No,,,5
Candidate 428,Data Scientist,Technical Interview,3,Passed,2025-11-17,Panelist 17,Yes,Struggled with edge cases in coding round.,,5
Candidate 428,Data Scientist,Managerial Interview,4,Rejected,2025-11-17,Panelist 3,Yes,"Strong problem-solving, explained system design well.",Poor skill match,5
Candidate 429,Data Scientist,Screening,1,Passed,2025-09-07,,No,,,8
Candidate 429,Data Scientist,Online Assessment,2,Passed,2025-09-08,,No,,,8
Candidate 429,Data Scientist,Technical Interview,3,Passed,2025-09-09,Panelist 12,Yes,Excellent domain knowledge in ML pipelines.,,8
Candidate 429,Data Scientist,Managerial Interview,4,Passed,2025-09-14,Panelist 2,No,"Great cultural fit, asked thoughtful questions.",,8
Candidate 429,Data Scientist,Offer,5,Passed,2025-09-15,,No,,,8
Candidate 429,Data Scientist,Offer,6,Accepted,2025-09-15,HR Team,No,Offer accepted.,,8
Candidate 430,Data Scientist,Screening,1,Passed,2025-10-04,,No,,,4
Candidate 430,Data Scientist,Online Assessment,2,Rejected,2025-10-04,,No,,Poor skill match,4
Candidate 431,Data Scientist,Screening,1,Passed,2025-10-28,,No,,,10
Candidate 431,Data Scientist,Online Assessment,2,Passed,2025-11-01,,No,,,10
Candidate 431,Data Scientist,Technical Interview,3,Rejected,2025-11-01,Panelist 7,Yes,Excellent domain knowledge in ML pipelines.,No show/interview abandoned,10
Candidate 432,Data Scientist,Screening,1,Passed,2025-10-03,,No,,,10
Candidate 432,Data Scientist,Online Assessment,2,Passed,2025-10-05,,No,,,10
Candidate 432,Data Scientist,Technical Interview,3,Passed,2025-10-06,Panelist 1,Yes,"Great cultural fit, asked thoughtful questions.",,10
Candidate 432,Data Scientist,Managerial Interview,4,Passed,2025-10-11,Panelist 20,Yes,Needs improvement in code clarity.,,10
Candidate 432,Data Scientist,Offer,5,Passed,2025-10-13,,No,,,10
Candidate 432,Data Scientist,Offer,6,Accepted,2025-10-13,HR Team,No,Offer accepted.,,10
Candidate 433,Data Scientist,Screening,1,Passed,2025-10-18,,No,,,7
Candidate 433,Data Scientist,Online Assessment,2,Passed,2025-10-21,,No,,,7
Candidate 433,Data Scientist,Technical Interview,3,Passed,2025-10-26,Panelist 15,Yes,Excellent domain knowledge in ML pipelines.,,7
Candidate 433,Data Scientist,Managerial Interview,4,Passed,2025-11-01,Panelist 16,Yes,"Strong problem-solving, explained API design well.",,7
Candidate 433,Data Scientist,Offer,5,Passed,2025-11-02,,No,,,7
Candidate 433,Data Scientist,Offer,6,Accepted,2025-11-02,HR Team,No,Offer accepted.,,7
Candidate 434,Data Scientist,Screening,1,Passed,2025-10-01,,No,,,10
Candidate 434,Data Scientist,Online Assessment,2,Passed,2025-10-07,,No,,,10
Candidate 434,Data Scientist,Technical Interview,3,Passed,2025-10-12,Panelist 22,Yes,"Great cultural fit, asked thoughtful questions.",,10
Candidate 434,Data Scientist,Managerial Interview,4,Passed,2025-10-13,Panelist 14,Yes,Excellent domain knowledge in ML pipelines.,,10
Candidate 434,Data Scientist,Offer,5,Passed,2025-10-20,,No,,,10
Candidate 434,Data Scientist,Offer,6,Accepted,2025-10-20,HR Team,No,Offer accepted.,,10
Candidate 435,Data Scientist,Screening,1,Passed,2025-09-22,,No,,,10
Candidate 435,Data Scientist,Online Assessment,2,Passed,2025-09-25,,No,,,10
Candidate 435,Data Scientist,Technical Interview,3,Passed,2025-09-26,Panelist 16,Yes,"Strong problem-solving, explained DP well.",,10
Candidate 435,Data Scientist,Managerial Interview,4,Passed,2025-10-03,Panelist 16,Yes,"Strong problem-solving, explained API design well.",,10
Candidate 435,Data Scientist,Offer,5,Passed,2025-10-10,,No,,,10
Candidate 435,Data Scientist,Offer,6,Accepted,2025-10-10,HR Team,No,Offer accepted.,,10
Candidate 436,Data Scientist,Screening,1,Passed,2025-09-24,,No,,,8
Candidate 436,Data Scientist,Online Assessment,2,Passed,2025-09-25,,No,,,8
Candidate 436,Data Scientist,Technical Interview,3,Passed,2025-09-28,Panelist 16,Yes,Struggled with edge cases in coding round.,,8
Candidate 436,Data Scientist,Managerial Interview,4,Passed,2025-10-01,Panelist 10,Yes,"Great cultural fit, asked thoughtful questions.",,8
Candidate 436,Data Scientist,Offer,5,Passed,2025-10-04,,No,,,8
Candidate 436,Data Scientist,Offer,6,Accepted,2025-10-04,HR Team,No,Offer accepted.,,8
Candidate 437,Data Scientist,Screening,1,Passed,2025-11-01,,No,,,8
Candidate 437,Data Scientist,Online Assessment,2,Passed,2025-11-07,,No,,,8
Candidate 437,Data Scientist,Technical Interview,3,Rejected,2025-11-07,Panelist 12,Yes,Struggled with edge cases in coding round.,Cultural misfit,8
Candidate 438,Data Scientist,Screening,1,Passed,2025-10-12,,No,,,7
Candidate 438,Data Scientist,Online Assessment,2,Passed,2025-10-17,,No,,,7
Candidate 438,Data Scientist,Technical Interview,3,Passed,2025-10-21,Panelist 10,Yes,"Strong problem-solving, explained DP well.",,7
Candidate 438,Data Scientist,Managerial Interview,4,Passed,2025-10-25,Panelist 2,No,"Great cultural fit, asked thoughtful questions.",,7
Candidate 438,Data Scientist,Offer,5,Passed,2025-10-26,,No,,,7
Candidate 438,Data Scientist,Offer,6,Rejected,2025-10-26,HR Team,No,Declined due to compensation mismatch.,Compensation mismatch,7
Candidate 439,Data Scientist,Screening,1,Passed,2025-11-09,,No,,,9
Candidate 439,Data Scientist,Online Assessment,2,Passed,2025-11-12,,No,,,9
Candidate 439,Data Scientist,Technical Interview,3,Rejected,2025-11-12,Panelist 24,Yes,Needs improvement in time complexity.,Poor skill match,9
Candidate 440,Data Scientist,Screening,1,Passed,2025-10-09,,No,,,6
Candidate 440,Data Scientist,Online Assessment,2,Passed,2025-10-10,,No,,,6
Candidate 440,Data Scientist,Technical Interview,3,Passed,2025-10-15,Panelist 10,Yes,"Great cultural fit, asked thoughtful questions.",,6
Candidate 440,Data Scientist,Managerial Interview,4,Passed,2025-10-17,Panelist 4,Yes,Needs improvement in communication.,,6
Candidate 440,Data Scientist,Offer,5,Passed,2025-10-23,,No,,,6
Candidate 440,Data Scientist,Offer,6,Accepted,2025-10-23,HR Team,No,Offer accepted.,,6
Candidate 441,Data Scientist,Screening,1,Rejected,2025-10-20,,No,,Cultural misfit,5
Candidate 442,Data Scientist,Screening,1,Passed,2025-09-08,,No,,,10
Candidate 442,Data Scientist,Online Assessment,2,Passed,2025-09-14,,No,,,10
Candidate 442,Data Scientist,Technical Interview,3,Passed,2025-09-15,Panelist 21,Yes,Needs improvement in code clarity.,,10
Candidate 442,Data Scientist,Managerial Interview,4,Passed,2025-09-17,Panelist 6,Yes,"Great cultural fit, asked thoughtful questions.",,10
Candidate 442,Data Scientist,Offer,5,Passed,2025-09-23,,No,,,10
Candidate 442,Data Scientist,Offer,6,Accepted,2025-09-23,HR Team,No,Offer accepted.,,10
Candidate 443,Data Scientist,Screening,1,Passed,2025-10-16,,No,,,9
Candidate 443,Data Scientist,Online Assessment,2,Passed,2025-10-20,,No,,,9
Candidate 443,Data Scientist,Technical Interview,3,Passed,2025-10-25,Panelist 20,Yes,Excellent domain knowledge in ML pipelines.,,9
Candidate 443,Data Scientist,Managerial Interview,4,Rejected,2025-10-25,Panelist 12,Yes,"Strong problem-solving, explained DP well.",Poor skill match,9
Candidate 444,Data Scientist,Screening,1,Passed,2025-10-19,,No,,,8
Candidate 444,Data Scientist,Online Assessment,2,Passed,2025-10-20,,No,,,8
Candidate 444,Data Scientist,Technical Interview,3,Rejected,2025-10-20,Panelist 6,Yes,"Strong problem-solving, explained system design well.",Role withdrawn,8
Candidate 445,Data Scientist,Screening,1,Passed,2025-09-10,,No,,,7
Candidate 445,Data Scientist,Online Assessment,2,Passed,2025-09-16,,No,,,7
Candidate 445,Data Scientist,Technical Interview,3,Rejected,2025-09-16,Panelist 19,Yes,"Great cultural fit, asked thoughtful questions.",No show/interview abandoned,7
Candidate 446,Data Scientist,Screening,1,Passed,2025-09-14,,No,,,6
Candidate 446,Data Scientist,Online Assessment,2,Passed,2025-09-19,,No,,,6
Candidate 446,Data Scientist,Technical Interview,3,Passed,2025-09-26,Panelist 3,Yes,Excellent domain knowledge in ML pipelines.,,6
Candidate 446,Data Scientist,Managerial Interview,4,Passed,2025-09-27,Panelist 16,Yes,"Strong problem-solving, explained API design well.",,6
Candidate 446,Data Scientist,Offer,5,Passed,2025-10-02,,No,,,6
Candidate 446,Data Scientist,Offer,6,Accepted,2025-10-02,HR Team,No,Offer accepted.,,6
Candidate 447,Data Scientist,Screening,1,Passed,2025-10-16,,No,,,7
Candidate 447,Data Scientist,Online Assessment,2,Passed,2025-10-22,,No,,,7
Candidate 447,Data Scientist,Technical Interview,3,Passed,2025-10-27,Panelist 12,Yes,Excellent domain knowledge in ML pipelines.,,7
Candidate 447,Data Scientist,Managerial Interview,4,Passed,2025-10-30,Panelist 17,Yes,"Strong problem-solving, explained API design well.",,7
Candidate 447,Data Scientist,Offer,5,Rejected,2025-10-30,,No,,Cultural misfit,7
Candidate 448,Data Scientist,Screening,1,Rejected,2025-10-13,,No,,Insufficient experience,10
Candidate 449,Data Scientist,Screening,1,Rejected,2025-09-08,,No,,No show/interview abandoned,9
Candidate 450,Data Scientist,Screening,1,Passed,2025-09-15,,No,,,5
Candidate 450,Data Scientist,Online Assessment,2,Passed,2025-09-19,,No,,,5
Candidate 450,Data Scientist,Technical Interview,3,Passed,2025-09-22,Panelist 5,Yes,Excellent domain knowledge in ML pipelines.,,5
Candidate 450,Data Scientist,Managerial Interview,4,Passed,2025-09-27,Panelist 8,Yes,Excellent domain knowledge in ML pipelines.,,5
Candidate 450,Data Scientist,Offer,5,Passed,2025-10-01,,No,,,5
Candidate 450,Data Scientist,Offer,6,Accepted,2025-10-01,HR Team,No,Offer accepted.,,5
Candidate 451,Data Scientist,Screening,1,Passed,2025-09-19,,No,,,9
Candidate 451,Data Scientist,Online Assessment,2,Passed,2025-09-20,,No,,,9
Candidate 451,Data Scientist,Technical Interview,3,Passed,2025-09-27,Panelist 8,Yes,Excellent domain knowledge in ML pipelines.,,9
Candidate 451,Data Scientist,Managerial Interview,4,Passed,2025-10-02,Panelist 24,Yes,Struggled with edge cases in coding round.,,9
Candidate 451,Data Scientist,Offer,5,Passed,2025-10-05,,No,,,9
Candidate 451,Data Scientist,Offer,6,Accepted,2025-10-05,HR Team,No,Offer accepted.,,9
Candidate 452,Data Scientist,Screening,1,Passed,2025-09-21,,No,,,10
Candidate 452,Data Scientist,Online Assessment,2,Passed,2025-09-28,,No,,,10
Candidate 452,Data Scientist,Technical Interview,3,Passed,2025-10-04,Panelist 12,Yes,"Great cultural fit, asked thoughtful questions.",,10
Candidate 452,Data Scientist,Managerial Interview,4,Passed,2025-10-10,Panelist 8,Yes,Excellent domain knowledge in ML pipelines.,,10
Candidate 452,Data Scientist,Offer,5,Passed,2025-10-11,,No,,,10
